PLAYER_NAME,Team,Class,Height,Position,PLAYER_ID,TEAM_NAME,GAMES,MINUTES_PLAYED,FIELD_GOALS_MADE,FIELD_GOAL_ATTEMPTS,FIELD_GOAL_PERCENTAGE,THREE_POINTS_MADE,THREE_POINT_ATTEMPTS,THREE_POINT_PERCENTAGE,FREE_THROWS_MADE,FREE_THROW_ATTEMPTS,FREE_THROW_PERCENTAGE,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,TOTAL_REBOUNDS,ASSISTS,TURNOVERS,STEALS,BLOCKS,FOULS,POINTS
Sierra McCullough, Eastern Ky. (ASUN),Senior,74,Forward,ncaaw.p.61244,E. Kentucky,29,514,59,135,43.7,0,0,,49,98,50,90,124,214,15,32,17,30,70,167
Mackenzie Wurm, Louisiana Tech (CUSA),Junior,76,Forward,ncaaw.p.66844,Louisiana Tech,28,261,32,79,40.5,0,2,0,9,18,50,16,46,62,11,22,8,25,32,73
Jo Oly, Houston Christian (Southland),Sophomore,72,Forward,ncaaw.p.71646,Houston Christian,29,775,45,138,32.6,2,20,10,15,30,50,31,108,139,45,59,28,29,57,107
Tiarra Brown, Grand Canyon (WAC),Senior,69,Guard,ncaaw.p.65140,Grand Canyon,27,773,113,218,51.8,4,16,25,45,73,61.6,39,96,135,39,57,39,25,64,275
India Howard, North Ala. (ASUN),Sophomore,72,Forward,ncaaw.p.112629,North Alabama,27,428,53,87,60.9,0,0,,15,35,42.9,41,79,120,8,28,13,27,55,121
Madilyn Dogs, NJIT (America East),Freshman,72,Guard,ncaaw.p.113132,NJIT,26,529,38,93,40.9,0,12,0,20,35,57.1,33,96,129,23,36,32,26,43,96
Lainey Allen, UMES (MEAC),Sophomore,74,Forward,ncaaw.p.70811,MD Eastern Shore,24,454,51,120,42.5,0,2,0,15,28,53.6,39,102,141,5,37,15,23,58,117
Kayla Clark, Bethune-Cookman (SWAC),Junior,75,Center,ncaaw.p.68148,Bethune-Cookman,24,589,92,196,46.9,0,0,,50,95,52.6,102,113,215,34,53,32,24,77,234
Aaliyah Edwards, UConn (Big East),Senior,75,Forward,ncaaw.p.64072,Connecticut,32,959,228,384,59.4,0,3,0,112,149,75.2,83,216,299,66,75,53,28,78,568
Maggie Doogan, Richmond (Atlantic 10),Sophomore,74,Forward,ncaaw.p.71293,Richmond,33,1006,186,386,48.2,51,149,34.2,82,94,87.2,21,166,187,78,97,23,33,78,505
Katlyn Manuel, ULM (Sun Belt),Junior,73,Forward,ncaaw.p.66853,LA Monroe,32,744,135,257,52.5,0,0,,52,71,73.2,79,99,178,12,36,16,30,52,322
Kelsey Rees, Oregon St. (Pac-12),Sophomore,77,Forward,ncaaw.p.64391,Oregon St.,31,655,61,134,45.5,22,59,37.3,21,33,63.6,37,101,138,24,35,11,32,59,165
Jordana Reisma, Cleveland St. (Horizon),Sophomore,75,Forward,ncaaw.p.70511,Cleveland St.,32,774,128,227,56.4,0,0,,58,98,59.2,49,142,191,17,53,16,32,102,314
Kim Villalobos, San Diego St. (Mountain West),Senior,72,Forward,ncaaw.p.64966,SDSU,31,819,126,289,43.6,0,3,0,87,121,71.9,46,142,188,69,68,56,29,81,339
Yvonne Ejim, Gonzaga (WCC),Senior,73,Forward,ncaaw.p.65222,Gonzaga,29,779,248,395,62.8,1,5,20,82,100,82,90,150,240,63,52,44,29,71,579
Elle Evans, North Dakota St. (Summit League),Sophomore,75,Guard,ncaaw.p.71534,Kansas,30,932,161,339,47.5,69,149,46.3,79,84,94,38,108,146,66,69,30,29,53,470
Angel Reese, LSU (SEC),Senior,75,Forward,ncaaw.p.64598,LSU,28,861,184,370,49.7,1,8,12.5,167,227,73.6,156,211,367,66,68,51,25,73,536
Matehya Bryant, UC Riverside (Big West),Senior,72,Forward,ncaaw.p.67696,UC Riverside,30,899,152,350,43.4,0,8,0,56,81,69.1,71,174,245,56,80,60,28,90,360
Cheyanne Daniels, Southeastern La. (Southland),Junior,75,Forward,ncaaw.p.102651,SE Louisiana,29,718,101,192,52.6,0,1,0,55,77,71.4,50,98,148,18,67,13,29,79,257
Grace Hall, Penn St. (Big Ten),Freshman,73,Forward,ncaaw.p.100086,Penn St.,27,223,29,60,48.3,1,13,7.7,5,9,55.6,16,31,47,7,21,15,25,44,64
Harsimran Kaur, San Diego (WCC),Junior,76,Forward,ncaaw.p.67485,Rhode Island,31,694,110,225,48.9,0,4,0,48,62,77.4,46,110,156,28,57,16,30,85,268
Nile Miller, Howard (MEAC),Sophomore,73,Forward,ncaaw.p.70725,Howard,28,654,77,196,39.3,2,5,40,36,59,61,79,111,190,15,36,60,27,92,192
Katie Novik, Morehead St. (OVC),Freshman,69,Guard,ncaaw.p.112990,Morehead St.,30,788,117,264,44.3,35,93,37.6,64,108,59.3,30,98,128,107,100,50,29,91,333
Tracey Hueston, Charlotte (AAC),Senior,74,Forward,ncaaw.p.64003,Charlotte,28,610,122,273,44.7,10,26,38.5,77,110,70,42,85,127,23,92,25,28,94,331
Anna Olson, Vermont (America East),Senior,73,Forward,ncaaw.p.64723,Vermont,31,955,143,249,57.4,2,5,40,69,96,71.9,63,122,185,46,48,22,29,59,357
Jasmine Kondrakiewicz, Green Bay (Horizon),Junior,73,Forward,ncaaw.p.63982,Green Bay,31,692,104,199,52.3,15,48,31.3,32,45,71.1,49,100,149,62,44,23,30,71,255
Ines Piper, Temple (AAC),Junior,72,Forward,ncaaw.p.71592,South Florida,30,648,95,217,43.8,5,30,16.7,17,25,68,76,73,149,32,46,38,29,100,212
Summah Hanson, Sacramento St. (Big Sky),Freshman,74,Forward,ncaaw.p.112338,UC Irvine,30,1005,154,355,43.4,38,108,35.2,73,87,83.9,71,191,262,33,105,38,28,97,419
Peyton McFarland, Houston (Big 12),Junior,76,Forward,ncaaw.p.64388,Houston,30,561,72,136,52.9,0,1,0,33,51,64.7,59,73,132,3,41,19,28,70,177
Carys Roy, Saint Peter's (MAAC),Freshman,75,Center,ncaaw.p.112917,St. Peter's,29,619,59,107,55.1,0,0,,54,75,72,57,69,126,18,57,29,26,53,172
Petra Juric, Manhattan (MAAC),Junior,74,Forward,ncaaw.p.66784,Manhattan,26,814,112,216,51.9,2,9,22.2,42,48,87.5,85,123,208,33,60,33,24,37,268
Denai Bowman, Binghamton (America East),Senior,69,Guard,ncaaw.p.60315,Binghamton,25,779,123,255,48.2,2,3,66.7,54,82,65.9,33,73,106,66,44,36,23,33,302
Oralye Kiefer, Northeastern (CAA),Sophomore,75,Forward,ncaaw.p.70895,Northeastern,23,427,34,92,37,12,42,28.6,3,5,60,18,35,53,12,23,8,21,27,83
Jazmyn Turner, IUPUI (Horizon),Senior,74,Forward,ncaaw.p.66602,IU Indy,23,467,83,195,42.6,1,12,8.3,105,148,70.9,50,99,149,41,57,17,21,79,272
Tiasia McMillan, Colgate (Patriot),Senior,72,Forward,ncaaw.p.64473,Stetson,29,858,132,259,51,1,3,33.3,33,56,58.9,38,97,135,59,63,24,25,63,298
Clarice Akunwafo, Southern California (Pac-12),Junior,78,Center,ncaaw.p.67290,USC,28,303,28,42,66.7,0,0,,3,15,20,34,43,77,11,21,10,19,55,59
Aaliyah Roberson, TCU (Big 12),Sophomore,74,Forward,ncaaw.p.71503,TCU,31,833,90,180,50,28,81,34.6,32,49,65.3,68,118,186,34,46,23,29,61,240
Mallory Brake, Creighton (Big East),Senior,72,Forward,ncaaw.p.64707,Creighton,29,702,67,128,52.3,2,12,16.7,14,34,41.2,72,86,158,61,30,50,28,65,150
Helene Haegerstrand, UAlbany (America East),Senior,73,Forward,ncaaw.p.61478,University at Albany,30,903,97,243,39.9,37,106,34.9,44,51,86.3,19,91,110,59,55,21,28,33,275
Marah Dykstra, Montana St. (Big Sky),Sophomore,74,Forward,ncaaw.p.70862,Montana St.,29,842,112,262,42.7,9,38,23.7,94,124,75.8,53,112,165,78,75,22,26,44,327
Kiki Iriafen, Stanford (Pac-12),Junior,75,Forward,ncaaw.p.67102,USC,32,875,249,453,55,2,5,40,96,128,75,129,224,353,67,71,19,19,94,596
Alissa Pili, Utah (Pac-12),Senior,74,Forward,ncaaw.p.60891,Utah,32,902,246,449,54.8,50,127,39.4,124,152,81.6,42,167,209,78,62,28,26,62,666
Audi Crooks, Iowa St. (Big 12),Freshman,75,Center,ncaaw.p.112287,Iowa St.,29,737,214,367,58.3,4,12,33.3,103,153,67.3,74,147,221,31,70,11,16,63,535
Peyton Kennedy, Saint Louis (Atlantic 10),Senior,71,Forward,ncaaw.p.64706,Saint Louis,34,1007,204,417,48.9,62,161,38.5,72,82,87.8,69,104,173,45,69,48,9,92,542
Danae McNeal, East Carolina (AAC),Senior,72,Guard,ncaaw.p.60311,East Carolina,29,991,228,543,42,35,120,29.2,120,147,81.6,24,70,94,69,84,93,15,39,611
Desi-Rae Young, UNLV (Mountain West),Senior,73,Center,ncaaw.p.64800,UNLV,29,826,219,386,56.7,10,32,31.3,91,130,70,80,181,261,60,69,36,12,79,539
Jada Guinn, Chattanooga (SoCon),Senior,68,Guard,ncaaw.p.60806,Chattanooga,31,1102,231,439,52.6,6,21,28.6,130,166,78.3,42,174,216,80,66,31,11,55,598
Lauren Gustin, BYU (Big 12),Senior,73,Forward,ncaaw.p.57907,BYU,32,1179,243,478,50.8,1,12,8.3,58,127,45.7,163,327,490,58,101,15,8,88,545
Katelyn Young, Murray St. (MVC),Senior,73,Center,ncaaw.p.64688,Murray St.,29,856,215,420,51.2,33,111,29.7,108,121,89.3,59,173,232,66,62,30,18,58,571
Anne Simon, Maine (America East),Senior,68,Guard,ncaaw.p.60335,Maine,30,1056,210,482,43.6,63,187,33.7,77,94,81.9,49,171,220,97,92,73,6,77,560
Edyn Battle, Jacksonville (ASUN),Sophomore,67,Guard,ncaaw.p.101354,Jacksonville,31,1060,231,531,43.5,38,115,33,132,185,71.4,27,84,111,77,118,50,2,79,632
Alexis Hutchison, Wright St. (Horizon),Senior,67,Guard,ncaaw.p.113283,Wright St.,32,1086,222,540,41.1,62,200,31,109,132,82.6,30,149,179,102,96,61,5,78,615
Aziaha James, NC State (ACC),Junior,69,Guard,ncaaw.p.66982,N.C. State,32,983,188,459,41,56,176,31.8,76,100,76,26,125,151,89,77,34,7,70,508
Kyla McMakin, Saint Louis (Atlantic 10),Senior,71,Guard,ncaaw.p.60527,Saint Louis,34,1181,204,541,37.7,51,154,33.1,126,159,79.2,21,74,95,44,82,38,5,53,585
Terren Ward, Ga. Southern (Sun Belt),Senior,71,Guard,ncaaw.p.63867,Mississippi St.,29,871,230,580,39.7,60,183,32.8,117,147,79.6,87,177,264,54,95,52,21,100,637
Unique Drake, St. John's (NY) (Big East),Senior,67,Guard,ncaaw.p.61452,St. John's,31,1118,201,486,41.4,71,197,36,76,92,82.6,25,41,66,40,51,23,6,49,549
Raegan McCowan, Western Ill. (OVC),Freshman,71,Guard,ncaaw.p.113022,Western Ill.,30,904,222,482,46.1,8,23,34.8,131,166,78.9,72,170,242,35,93,22,5,74,583
Delanie Crawford, Tulsa (AAC),Junior,71,Guard,ncaaw.p.67411,Tulsa,31,996,198,437,45.3,86,214,40.2,116,140,82.9,36,140,176,80,76,34,5,82,598
Ja'Mia Hollings, Troy (Sun Belt),Senior,74,Forward,ncaaw.p.67446,Troy,30,871,179,371,48.2,18,63,28.6,69,98,70.4,73,194,267,22,64,51,21,78,445
Alexis Markowski, Nebraska (Big Ten),Junior,75,Center,ncaaw.p.66929,Nebraska,32,922,199,417,47.7,19,63,30.2,87,125,69.6,102,240,342,38,57,23,11,77,504
Chloe Webb, California Baptist (WAC),Senior,68,Guard,ncaaw.p.60598,California Baptist,29,903,204,401,50.9,60,158,38,149,185,80.5,52,174,226,79,62,76,3,98,617
Grace Berg, Drake (MVC),Senior,72,Forward,ncaaw.p.57395,Drake,31,915,196,382,51.3,43,124,34.7,92,112,82.1,33,129,162,79,92,24,10,56,527
Abbey Hsu, Columbia (Ivy League),Senior,71,Guard,ncaaw.p.60662,Columbia,27,909,199,437,45.5,78,198,39.4,80,105,76.2,36,157,193,58,60,32,15,46,556
Sarah Ashlee Barker, Alabama (SEC),Junior,72,Guard,ncaaw.p.64911,Alabama,31,934,205,410,50,41,114,36,82,116,70.7,58,141,199,93,92,62,15,79,533
Jerkaila Jordan, Mississippi St. (SEC),Senior,69,Guard,ncaaw.p.64057,Mississippi St.,32,988,193,432,44.7,37,110,33.6,88,112,78.6,53,137,190,79,73,69,22,71,511
Mickayla Perdue, Cleveland St. (Horizon),Senior,66,Guard,ncaaw.p.100930,Cleveland St.,32,965,188,397,47.4,76,197,38.6,99,127,78,15,32,47,51,79,36,4,38,551
Javyn Nicholson, Georgia (SEC),Senior,74,Forward,ncaaw.p.60982,Georgia,30,919,206,435,47.4,0,1,0,93,126,73.8,71,190,261,32,77,27,15,58,505
Kurstyn Harden, SFA (WAC),Senior,75,Center,ncaaw.p.61191,S.F. Austin,31,853,181,322,56.2,1,8,12.5,171,213,80.3,97,136,233,50,77,24,26,82,534
Lex Therien, Loyola Maryland (Patriot),Junior,73,Forward,ncaaw.p.66727,Loyola Maryland,29,829,199,355,56.1,4,14,28.6,65,90,72.2,69,232,301,53,73,42,7,96,467
Zanai Barnett-Gay, Navy (Patriot),Freshman,68,Guard,ncaaw.p.113363,Navy,29,1003,196,486,40.3,31,103,30.1,104,135,77,38,144,182,86,99,89,5,96,527
Kacie Borowicz, North Dakota (Summit League),Senior,69,Guard,ncaaw.p.61579,North Dakota,26,924,197,484,40.7,31,100,31,111,127,87.4,32,106,138,89,123,46,2,67,542
Talya Brugler, Saint Joseph's (Atlantic 10),Junior,73,Forward,ncaaw.p.67466,St. Joseph's,31,1028,188,347,54.2,12,45,26.7,102,119,85.7,57,75,132,79,61,23,20,63,490
Kayla Cooper, UAlbany (America East),Senior,72,Guard,ncaaw.p.63983,University at Albany,30,884,186,353,52.7,0,2,0,98,134,73.1,85,140,225,61,92,44,16,80,470
Taleyah Jones, Oral Roberts (Summit League),Sophomore,70,Guard,ncaaw.p.71282,Oral Roberts,29,923,180,412,43.7,38,120,31.7,96,114,84.2,45,45,90,51,60,48,3,55,494
Skylar Vann, Oklahoma (Big 12),Senior,72,Guard,ncaaw.p.65065,Oklahoma,30,777,181,393,46.1,34,115,29.6,47,60,78.3,77,138,215,72,60,32,16,78,443
Bronagh Power-Cassidy, Holy Cross (Patriot),Senior,70,Guard,ncaaw.p.64126,Villanova,27,892,169,374,45.2,65,164,39.6,45,60,75,37,93,130,41,49,21,14,74,448
Laniah Randle, Southern Ill. (MVC),Junior,69,Guard,ncaaw.p.67376,Missouri,28,872,199,406,49,0,2,0,126,169,74.6,102,141,243,43,70,62,20,96,524
Rickea Jackson, Tennessee (SEC),Senior,74,Forward,ncaaw.p.61009,Tennessee,23,724,176,374,47.1,20,61,32.8,74,97,76.3,56,129,185,56,68,17,6,48,446
Aliyah Matharu, Florida (SEC),Senior,67,Guard,ncaaw.p.61007,Baylor,29,704,194,482,40.2,46,174,26.4,113,143,79,29,78,107,71,101,80,10,100,547
Kaitlin Peterson, UCF (Big 12),Junior,68,Guard,ncaaw.p.66802,UCF,29,1089,198,518,38.2,65,197,33,138,183,75.4,25,85,110,40,71,59,2,51,599
Tai'Sheka Porchia, Troy (Sun Belt),Senior,73,Forward,ncaaw.p.71373,Troy,30,839,172,328,52.4,1,2,50,100,137,73,126,113,239,20,54,38,13,66,445
Dazia Lawrence, Charlotte (AAC),Junior,68,Guard,ncaaw.p.61120,Kentucky,30,989,192,445,43.1,33,106,31.1,128,160,80,23,105,128,83,90,53,3,61,545
Milahnie Perry, Air Force (Mountain West),Sophomore,67,Guard,ncaaw.p.71408,Air Force,31,989,193,481,40.1,41,116,35.3,95,124,76.6,21,52,73,84,60,41,15,52,522
Antwainette Walker, Eastern Ky. (ASUN),Senior,71,Guard,ncaaw.p.57501,E. Kentucky,27,821,184,460,40,43,129,33.3,80,96,83.3,36,119,155,36,90,51,5,46,491
Kaitlyn Zarycki, Western Mich. (MAC),Senior,68,Guard,ncaaw.p.112748,W. Michigan,29,1003,191,361,52.9,34,68,50,124,140,88.6,39,97,136,102,102,56,10,82,540
Ahriahna Grizzle, Florida A&M (SWAC),Senior,69,Guard,ncaaw.p.60937,Florida A&M,29,993,189,444,42.6,36,101,35.6,122,158,77.2,20,83,103,84,110,67,15,88,536
Laila Phelia, Michigan (Big Ten),Junior,72,Guard,ncaaw.p.67557,Texas,32,1117,189,447,42.3,36,111,32.4,125,155,80.6,38,77,115,61,65,41,9,50,539
Honesty Scott-Grayson, Auburn (SEC),Senior,69,Guard,ncaaw.p.56767,Auburn,30,882,189,456,41.4,39,128,30.5,105,135,77.8,25,102,127,70,82,42,11,69,522
Hannah Stuelke, Iowa (Big Ten),Sophomore,74,Forward,ncaaw.p.70737,Iowa,28,662,162,251,64.5,4,8,50,71,115,61.7,78,109,187,36,46,24,10,70,399
Amari Robinson, Clemson (ACC),Senior,72,Forward,ncaaw.p.60325,Clemson,31,959,193,365,52.9,28,79,35.4,121,153,79.1,92,114,206,44,86,31,3,67,535
Adryana Quezada, San Diego St. (Mountain West),Senior,70,Forward,ncaaw.p.61265,SDSU,31,892,172,323,53.3,9,23,39.1,80,98,81.6,63,142,205,56,52,27,12,39,433
Leilani Correa, Florida (SEC),Senior,72,Guard,ncaaw.p.61453,Florida,31,913,190,432,44,52,142,36.6,106,136,77.9,26,103,129,57,50,40,14,43,538
Faith Alston, App State (Sun Belt),Senior,67,Guard,ncaaw.p.64040,Richmond,32,1096,191,470,40.6,50,172,29.1,154,196,78.6,16,85,101,150,136,60,7,74,586
Carter McCray, Northern Ky. (Horizon),Freshman,73,Center,ncaaw.p.113293,Wisconsin,31,981,191,339,56.3,0,0,,105,170,61.8,150,196,346,51,82,47,18,93,487
Tessa Miller, Belmont (MVC),Junior,74,Forward,ncaaw.p.66613,Clemson,31,894,171,296,57.8,3,17,17.6,101,144,70.1,56,141,197,99,88,24,27,85,446
Jalei Oglesby, Oral Roberts (Summit League),Junior,68,Guard,ncaaw.p.112778,Oral Roberts,29,658,172,334,51.5,4,15,26.7,51,80,63.8,72,115,187,29,25,29,5,72,399
Samora Watson, Central Conn. St. (NEC),Sophomore,66,Guard,ncaaw.p.70582,Central Conn. St.,28,948,185,457,40.5,18,52,34.6,93,124,75,40,118,158,66,87,40,6,67,481
Kenley McCarn, UT Martin (OVC),Freshman,71,Guard,ncaaw.p.71405,Tenn-Martin,31,1170,183,418,43.8,68,180,37.8,83,100,83,17,121,138,87,118,46,10,53,517
Peyton McDaniel, James Madison (Sun Belt),Junior,72,Guard,ncaaw.p.64697,James Madison,32,836,169,396,42.7,71,206,34.5,62,77,80.5,56,172,228,28,49,25,12,48,471
Tiara Young, SMU (AAC),Senior,69,Guard,ncaaw.p.60997,SMU,30,967,189,420,45,13,44,29.5,124,176,70.5,22,133,155,62,81,31,10,84,515
Romi Levy, South Fla. (AAC),Sophomore,74,Forward,ncaaw.p.64232,South Florida,31,871,178,406,43.8,35,96,36.5,70,96,72.9,29,116,145,68,50,22,27,42,461
Destiny Adams, Rutgers (Big Ten),Junior,75,Forward,ncaaw.p.66986,Rutgers,32,954,186,371,50.1,1,8,12.5,127,186,68.3,98,156,254,56,114,51,24,113,500
Alexis Whitfield, UC Santa Barbara (Big West),Senior,74,Forward,ncaaw.p.64848,Oregon,30,933,174,384,45.3,28,74,37.8,63,89,70.8,56,231,287,72,104,23,23,71,439
Mikaylah Williams, LSU (SEC),Freshman,72,Guard,ncaaw.p.112123,LSU,29,913,162,340,47.6,49,130,37.7,58,74,78.4,42,99,141,89,71,37,9,65,431
Kate Martin, Iowa (Big Ten),Senior,72,Guard,ncaaw.p.56890,Iowa,32,876,152,292,52.1,40,109,36.7,69,78,88.5,41,165,206,78,57,29,15,53,413
Natalie McNeal, Green Bay (Horizon),Junior,68,Guard,ncaaw.p.64699,Green Bay,30,756,163,330,49.4,1,16,6.3,64,88,72.7,52,152,204,58,41,36,3,38,391
Amellia Bromenschenkel, Purdue Fort Wayne (Horizon),Senior,71,Guard,ncaaw.p.66388,PFW,32,1073,160,348,46,44,119,37,60,75,80,50,151,201,66,56,43,21,62,424
Faith Lee, Little Rock (OVC),Sophomore,71,Forward,ncaaw.p.71524,AR Little Rock,30,948,182,458,39.7,3,18,16.7,68,95,71.6,34,59,93,34,80,37,3,99,435
Jada Logan, Col. of Charleston (CAA),Senior,69,Guard,ncaaw.p.61130,Charleston,29,778,155,340,45.6,30,87,34.5,47,71,66.2,48,115,163,29,44,28,0,54,387
Ashlyn Traylor-Walker, Radford (Big South),Sophomore,68,Guard,ncaaw.p.71081,S.F. Austin,32,984,175,478,36.6,40,152,26.3,124,168,73.8,60,134,194,76,145,55,24,93,514
Sisi Eleko, Canisius (MAAC),Sophomore,74,Forward,ncaaw.p.71007,East. Michigan,29,886,170,345,49.3,17,37,45.9,108,147,73.5,80,232,312,32,106,19,9,85,465
Laura Ziegler, Saint Joseph's (Atlantic 10),Sophomore,74,Forward,ncaaw.p.71061,St. Joseph's,28,920,169,379,44.6,42,124,33.9,30,39,76.9,42,224,266,78,58,17,24,36,410
Jalyn Brown, Arizona St. (Pac-12),Sophomore,73,Guard,ncaaw.p.70787,Arizona St.,29,1041,180,464,38.8,38,108,35.2,103,134,76.9,33,82,115,46,85,27,5,82,501
Marquesha Davis, Ole Miss (SEC),Senior,72,Forward,ncaaw.p.61123,Mississippi,31,840,177,384,46.1,11,46,23.9,88,128,68.8,48,102,150,37,51,46,22,52,453
Leah Earnest, Valparaiso (MVC),Senior,70,Guard,ncaaw.p.64588,Valparaiso,29,897,170,365,46.6,27,98,27.6,104,138,75.4,48,158,206,79,96,37,9,70,471
Ajae Petty, Kentucky (SEC),Senior,75,Forward,ncaaw.p.63863,Ohio St.,32,997,179,353,50.7,0,0,,95,192,49.5,124,215,339,31,95,43,27,83,453
Eleonora Villa, Washington St. (Pac-12),Freshman,68,Guard,ncaaw.p.112515,Washington St.,32,1055,161,372,43.3,47,141,33.3,46,63,73,10,47,57,67,55,28,3,56,415
DeAnna Wilson, Illinois St. (MVC),Senior,74,Forward,ncaaw.p.65158,Illinois St.,29,764,157,328,47.9,3,13,23.1,116,154,75.3,74,136,210,19,63,23,23,87,433
S'Mya Nichols, Kansas (Big 12),Freshman,72,Guard,ncaaw.p.112296,Kansas,31,921,146,312,46.8,29,71,40.8,150,184,81.5,22,65,87,84,84,43,3,85,471
Jillian Hayes, Cincinnati (Big 12),Senior,73,Forward,ncaaw.p.64376,Cincinnati,31,768,118,283,41.7,8,24,33.3,152,207,73.4,100,160,260,30,60,38,25,73,396
Jakayla Johnson, ULM (Sun Belt),Junior,69,Guard,ncaaw.p.71228,LA Monroe,32,1023,149,332,44.9,47,123,38.2,139,165,84.2,30,123,153,88,85,47,6,73,484
DesiRay Kernal, North Texas (AAC),Senior,72,Forward,ncaaw.p.65718,North Texas,30,932,164,325,50.5,19,50,38,150,192,78.1,59,198,257,69,111,47,5,73,497
Jane Asinde, UTEP (CUSA),Senior,73,Forward,ncaaw.p.67734,UTEP,28,863,158,335,47.2,11,44,25,135,195,69.2,65,193,258,46,105,50,16,96,462
Jordan Webster, UC Riverside (Big West),Senior,70,Guard,ncaaw.p.65219,Kansas,30,1011,159,433,36.7,52,174,29.9,137,165,83,41,112,153,41,61,74,2,48,507
Reagan Bass, Akron (MAC),Junior,73,Forward,ncaaw.p.66599,Purdue,29,983,165,342,48.2,11,37,29.7,135,172,78.5,80,208,288,33,85,27,22,58,476
Khamari Mitchell-Steen, Northern Ky. (Horizon),Junior,67,Guard,ncaaw.p.67011,Fla Gulf Coast,30,996,131,348,37.6,14,55,25.5,135,203,66.5,22,129,151,95,104,60,20,91,411
Raven Thompson, Chattanooga (SoCon),Sophomore,70,Forward,ncaaw.p.70664,Clemson,30,891,145,316,45.9,16,43,37.2,124,157,79,63,150,213,50,65,29,10,65,430
Bailey Maupin, Texas Tech (Big 12),Sophomore,70,Guard,ncaaw.p.71153,Texas Tech,33,1044,143,359,39.8,52,162,32.1,127,148,85.8,27,97,124,102,118,42,5,71,465
Alecia Westbrook, A&M-Corpus Christi (Southland),Senior,73,Forward,ncaaw.p.60987,Texas A&M-Corpus Christi,29,746,103,204,50.5,2,11,18.2,118,154,76.6,67,153,220,78,43,54,18,52,326
Nylah Young, William & Mary (CAA),Senior,71,Forward,ncaaw.p.61764,William & Mary,28,647,161,362,44.5,2,11,18.2,121,133,91,42,105,147,15,57,27,15,84,445
Mia Moore, UAB (AAC),Sophomore,66,Guard,ncaaw.p.66868,Clemson,29,971,154,331,46.5,21,56,37.5,123,155,79.4,80,182,262,82,66,43,1,64,452
Daejah Phillips, Hawaii (Big West),Junior,70,Guard,ncaaw.p.65259,Hawaii,28,743,86,205,42,19,68,27.9,118,150,78.7,27,106,133,60,68,44,7,76,309
Bryanna Brady, Presbyterian (Big South),Senior,75,Center,ncaaw.p.57786,Presbyterian,33,857,143,281,50.9,0,2,0,114,145,78.6,69,82,151,41,82,9,26,71,400
Jasmine Gayles, San Francisco (WCC),Senior,67,Guard,ncaaw.p.61187,San Francisco,30,1037,162,443,36.6,56,192,29.2,124,171,72.5,15,106,121,74,98,28,1,54,504
Nyah Wilson, New Mexico (Mountain West),Junior,68,Guard,ncaaw.p.67161,Missouri,31,974,164,398,41.2,28,80,35,117,160,73.1,31,111,142,65,72,38,6,72,473
Taylor Henderson, UNCW (CAA),Sophomore,71,Guard,ncaaw.p.71692,N.C. Wilmington,28,903,135,467,28.9,24,101,23.8,115,152,75.7,39,126,165,68,156,58,10,78,409
Lauren Bevis, High Point (Big South),Senior,65,Guard,ncaaw.p.60510,High Point,30,1008,149,357,41.7,76,204,37.3,121,134,90.3,15,84,99,29,54,32,6,44,495
Kade Hackerott, UTRGV (WAC),Junior,71,Guard,ncaaw.p.112807,UT Rio Grande Valley,29,976,105,315,33.3,14,71,19.7,120,164,73.2,37,198,235,81,82,29,17,64,344
Kirsten Lewis-Williams, Buffalo (MAC),Freshman,70,Guard,ncaaw.p.112576,Buffalo,29,956,123,263,46.8,1,9,11.1,103,144,71.5,52,95,147,83,83,42,14,105,350
Chloe Wilson, Delaware (CAA),Senior,71,Forward,ncaaw.p.64693,Delaware,29,774,106,246,43.1,12,45,26.7,113,151,74.8,42,153,195,43,93,35,5,86,337
Kiki Jefferson, Louisville (ACC),Senior,73,Guard,ncaaw.p.60534,Louisville,33,811,136,292,46.6,28,82,34.1,113,127,89,36,116,152,78,70,36,7,58,413
Cotie McMahon, Ohio St. (Big Ten),Sophomore,72,Forward,ncaaw.p.71753,Ohio St.,30,869,153,335,45.7,14,60,23.3,102,165,61.8,44,152,196,66,77,35,17,78,422
Katie Shumate, Kent St. (MAC),Senior,71,Guard,ncaaw.p.61104,Kent St.,28,909,141,345,40.9,38,120,31.7,102,126,81,68,136,204,53,50,40,20,44,422
Jordan Jones, Denver (Summit League),Sophomore,71,Guard,ncaaw.p.70695,Denver,30,979,148,374,39.6,39,140,27.9,111,147,75.5,32,173,205,87,116,31,6,90,446
Alyssa Fisher, Loyola Chicago (Atlantic 10),Senior,67,Guard,ncaaw.p.61736,Loyola Chicago,31,1033,129,337,38.3,49,156,31.4,110,135,81.5,19,68,87,69,59,49,0,45,417
Bri McDaniel, Maryland (Big Ten),Sophomore,70,Guard,ncaaw.p.70818,Maryland,32,824,137,321,42.7,24,61,39.3,108,135,80,31,98,129,88,83,54,5,91,406
Iyana Moore, Vanderbilt (SEC),Junior,68,Guard,ncaaw.p.67240,Vanderbilt,31,1014,141,367,38.4,51,157,32.5,99,117,84.6,29,77,106,84,77,41,3,75,432
